location,size,bhk,floors,furnishing,price
Tejpur Gadbadi,750,1,Ground,Unfurnished,8670000
Tejpur Gadbadi,750,1,3,Furnished,17150000
Tejpur Gadbadi,750,1,1,Unfurnished,9800000
Tejpur Gadbadi,1500,2,Ground,Furnished,20890000
Tejpur Gadbadi,750,1,3,Semi Furnished,13550000
Tejpur Gadbadi,500,1,4,Furnished,13030000
Tejpur Gadbadi,1200,3,2,Unfurnished,19220000
Tejpur Gadbadi,1200,2,1,Unfurnished,16460000
Tejpur Gadbadi,1200,2,4,Semi Furnished,25280000
Tejpur Gadbadi,1500,3,4,Semi Furnished,33100000
Tejpur Gadbadi,750,2,3,Unfurnished,12650000
Tejpur Gadbadi,1500,2,2,Furnished,30970000
Sanwer Road Industrial Area,1000,1,1,Unfurnished,6440000
Sanwer Road Industrial Area,1000,1,Ground,Semi Furnished,5440000
Sanwer Road Industrial Area,750,2,1,Semi Furnished,5860000
Sanwer Road Industrial Area,1000,1,3,Furnished,16240000
Sanwer Road Industrial Area,1500,2,3,Semi Furnished,18010000
Sanwer Road Industrial Area,1000,1,1,Furnished,9840000
Sanwer Road Industrial Area,1500,2,4,Furnished,30610000
Sanwer Road Industrial Area,600,1,2,Semi Furnished,5660000
Sanwer Road Industrial Area,1500,2,Ground,Furnished,10450000
Sanwer Road Industrial Area,500,1,2,Furnished,6520000
Sanwer Road Industrial Area,500,1,3,Furnished,8120000
Sanwer Road Industrial Area,1200,3,1,Semi Furnished,9820000
Sanwer Road Industrial Area,750,1,1,Furnished,7380000
Sanwer Road Industrial Area,750,2,3,Furnished,12790000
Sanwer Road Industrial Area,500,1,4,Semi Furnished,6720000
Sanwer Road Industrial Area,750,1,3,Semi Furnished,8580000
Sanwer Road Industrial Area,1500,3,Ground,Unfurnished,8140000
Sanwer Road Industrial Area,500,1,2,Unfurnished,3970000
Sanwer Road Industrial Area,750,2,4,Furnished,15310000
Sanwer Road Industrial Area,1000,1,2,Furnished,13040000
Sanwer Road Industrial Area,1500,3,2,Furnished,21510000
Sanwer Road Industrial Area,1200,3,2,Semi Furnished,12460000
Sanwer Road Industrial Area,600,1,Ground,Semi Furnished,3260000
Sanwer Road Industrial Area,600,1,3,Semi Furnished,6860000
Sanwer Road Industrial Area,1200,2,Ground,Semi Furnished,6850000
Sanwer Road Industrial Area,500,1,Ground,Furnished,3320000
Sanwer Road Industrial Area,600,1,3,Furnished,9740000
Sanwer Road Industrial Area,1200,3,3,Furnished,21430000
Sanwer Road Industrial Area,1200,2,Ground,Furnished,8360000
Sanwer Road Industrial Area,1500,2,4,Semi Furnished,21160000
Sanwer Road Industrial Area,1000,2,4,Furnished,20410000
Sanwer Road Industrial Area,500,1,Ground,Semi Furnished,2720000
Sirpur,750,2,1,Unfurnished,7990000
Sirpur,500,1,Ground,Semi Furnished,4570000
Sirpur,500,1,4,Furnished,11570000
Sirpur,1500,3,Ground,Semi Furnished,15090000
Sirpur,1000,3,Ground,Unfurnished,9510000
Sirpur,1200,2,1,Semi Furnished,14040000
Sirpur,1500,3,Ground,Furnished,17070000
Sirpur,1000,3,4,Unfurnished,16110000
Sirpur,1000,1,3,Semi Furnished,15140000
Sirpur,1500,3,4,Furnished,38190000
Sirpur,1200,3,Ground,Furnished,13650000
Sirpur,600,1,4,Unfurnished,8790000
Sirpur,1200,2,3,Unfurnished,16560000
Sirpur,600,1,1,Semi Furnished,6690000
Sirpur,750,2,4,Semi Furnished,13500000
Sirpur,750,1,Ground,Furnished,7760000
Sirpur,750,1,Ground,Semi Furnished,6860000
Sirpur,500,1,2,Semi Furnished,6570000
Sirpur,750,2,4,Unfurnished,11530000
Sirpur,750,1,2,Furnished,12560000
Sirpur,600,1,Ground,Semi Furnished,5490000
Sirpur,600,1,1,Unfurnished,6090000
Sirpur,1000,1,1,Furnished,13540000
Sirpur,600,1,4,Furnished,13890000
Sirpur,600,1,1,Furnished,8130000
Sirpur,750,1,1,Furnished,10160000
Sirpur,500,1,Ground,Furnished,5170000
Sirpur,1500,2,3,Semi Furnished,23850000
Sirpur,600,1,3,Semi Furnished,9090000
Sirpur,1200,3,Ground,Semi Furnished,12070000
Sirpur,600,1,3,Furnished,11970000
Sirpur,1000,2,3,Furnished,20940000
Vandana Nagar,750,2,Ground,Semi Furnished,7830000
Vandana Nagar,750,1,2,Furnished,13160000
Vandana Nagar,750,2,4,Furnished,18860000
Vandana Nagar,750,1,1,Unfurnished,8210000
Vandana Nagar,1000,1,2,Furnished,17550000
Vandana Nagar,1500,2,Ground,Furnished,17560000
Vandana Nagar,1200,2,2,Unfurnished,15680000
Vandana Nagar,1000,2,1,Unfurnished,11490000
Vandana Nagar,1500,3,4,Furnished,39510000
Vandana Nagar,500,1,1,Unfurnished,5470000
Vandana Nagar,1000,2,Ground,Furnished,11700000
Vandana Nagar,1500,3,4,Unfurnished,25490000
Vandana Nagar,500,1,2,Unfurnished,6220000
Vandana Nagar,600,1,1,Unfurnished,6570000
Vandana Nagar,500,1,4,Unfurnished,7720000
Vandana Nagar,1000,3,1,Furnished,15780000
Vandana Nagar,600,1,3,Unfurnished,8370000
Vandana Nagar,600,1,1,Semi Furnished,7170000
Vandana Nagar,750,2,1,Semi Furnished,9410000
Vandana Nagar,750,1,3,Semi Furnished,11960000
Vandana Nagar,1500,2,2,Furnished,27640000
Vandana Nagar,500,1,4,Furnished,11970000
Vandana Nagar,1500,3,1,Furnished,23670000
Vandana Nagar,500,1,Ground,Unfurnished,4720000
Vandana Nagar,1500,3,Ground,Unfurnished,15590000
Vandana Nagar,600,1,4,Semi Furnished,10770000
Vandana Nagar,500,1,3,Semi Furnished,7970000
Vandana Nagar,600,1,Ground,Furnished,6690000
Vandana Nagar,1000,3,3,Unfurnished,15340000
Vandana Nagar,1000,2,4,Furnished,25140000
Vandana Nagar,1200,2,Ground,Unfurnished,11900000
Vandana Nagar,1000,2,3,Furnished,21780000
Umariya,1000,1,Ground,Unfurnished,5520000
Umariya,600,1,Ground,Unfurnished,3310000
Umariya,1200,2,4,Furnished,25230000
Umariya,1000,2,Ground,Semi Furnished,6320000
Umariya,1500,2,4,Semi Furnished,22080000
Umariya,1200,2,3,Semi Furnished,15150000
Umariya,1500,2,1,Furnished,16410000
Umariya,1200,3,1,Furnished,13760000
Umariya,1000,1,4,Furnished,20020000
Umariya,1200,3,3,Furnished,22210000
Umariya,500,1,2,Unfurnished,4260000
Umariya,1000,3,1,Semi Furnished,8820000
Umariya,500,1,1,Unfurnished,3510000
Umariya,750,2,Ground,Unfurnished,4350000
Umariya,1500,2,4,Unfurnished,18150000
Umariya,1000,2,Ground,Furnished,7580000
Umariya,1200,2,1,Unfurnished,8850000
Umariya,1000,3,4,Unfurnished,12670000
Umariya,1500,3,1,Semi Furnished,13240000
Umariya,1000,1,3,Semi Furnished,12020000
Umariya,1500,2,Ground,Semi Furnished,9480000
Umariya,500,1,Ground,Furnished,3610000
Umariya,1500,2,Ground,Furnished,11370000
Umariya,750,1,4,Furnished,15020000
Umariya,1000,1,1,Furnished,10420000
Umariya,600,1,2,Furnished,8170000
Umariya,750,2,2,Furnished,10730000
Umariya,600,1,4,Unfurnished,6910000
Umariya,1500,3,Ground,Unfurnished,9110000
Umariya,600,1,1,Unfurnished,4210000
Umariya,500,1,3,Semi Furnished,6010000
Umariya,1500,3,3,Semi Furnished,19840000
Banganga,750,2,4,Unfurnished,9910000
Banganga,600,1,4,Unfurnished,7550000
Banganga,500,1,4,Furnished,10540000
Banganga,500,1,1,Unfurnished,4040000
Banganga,500,1,1,Semi Furnished,4540000
Banganga,750,2,3,Semi Furnished,10300000
Banganga,1200,2,Ground,Unfurnished,8290000
Banganga,1000,2,3,Semi Furnished,13730000
Banganga,600,1,4,Furnished,12650000
Banganga,600,1,1,Unfurnished,4850000
Banganga,1500,2,3,Semi Furnished,20600000
Banganga,1200,2,2,Unfurnished,12070000
Banganga,1000,1,4,Unfurnished,12580000
Banganga,600,1,4,Semi Furnished,9050000
Banganga,600,1,Ground,Unfurnished,3950000
Banganga,1000,1,Ground,Semi Furnished,7080000
Banganga,500,1,2,Furnished,7340000
Banganga,600,1,3,Furnished,10730000
Banganga,750,1,1,Furnished,8610000
Banganga,750,1,3,Unfurnished,8310000
Banganga,1000,2,4,Semi Furnished,15830000
Banganga,1000,3,2,Semi Furnished,12190000
Banganga,1200,2,Ground,Furnished,10430000
Banganga,600,1,3,Unfurnished,6650000
Banganga,750,1,4,Furnished,15810000
Banganga,750,2,1,Unfurnished,6360000
Banganga,1200,3,3,Semi Furnished,17270000
Banganga,500,1,3,Furnished,8940000
Banganga,1500,3,1,Semi Furnished,14980000
Banganga,1500,2,1,Furnished,18080000
Banganga,1000,1,2,Furnished,14680000
Banganga,750,1,2,Unfurnished,7180000
Super Corridor,500,1,Ground,Furnished,4640000
Super Corridor,1200,3,4,Furnished,29150000
Super Corridor,1000,3,Ground,Unfurnished,8340000
Super Corridor,1000,1,4,Unfurnished,13580000
Super Corridor,1000,3,Ground,Semi Furnished,8890000
Super Corridor,1500,3,4,Unfurnished,22410000
Super Corridor,500,1,2,Semi Furnished,6040000
Super Corridor,600,1,3,Unfurnished,7250000
Super Corridor,600,1,4,Semi Furnished,9650000
Super Corridor,750,2,2,Furnished,12350000
Super Corridor,1000,1,3,Furnished,18880000
Super Corridor,750,1,2,Semi Furnished,9060000
Super Corridor,1200,3,3,Furnished,24930000
Super Corridor,1500,3,3,Semi Furnished,23240000
Super Corridor,750,1,2,Unfurnished,7940000
Super Corridor,500,1,1,Furnished,6240000
Super Corridor,750,1,Ground,Semi Furnished,6060000
Super Corridor,500,1,3,Furnished,9440000
Super Corridor,500,1,3,Unfurnished,6040000
Super Corridor,600,1,4,Furnished,13250000
Super Corridor,600,1,Ground,Furnished,5570000
Super Corridor,1200,3,1,Semi Furnished,13310000
Super Corridor,750,1,4,Unfurnished,10190000
Super Corridor,750,2,4,Semi Furnished,12670000
Super Corridor,1000,1,2,Unfurnished,10580000
Super Corridor,600,1,1,Semi Furnished,6050000
Super Corridor,750,1,3,Unfurnished,9060000
Super Corridor,500,1,2,Furnished,7840000
Super Corridor,1500,3,3,Unfurnished,19940000
Super Corridor,1500,2,3,Furnished,29740000
Super Corridor,1500,3,4,Furnished,36440000
Super Corridor,1200,3,Ground,Unfurnished,10010000
Gari Pipalya,500,1,1,Furnished,5250000
Gari Pipalya,500,1,Ground,Furnished,3650000
Gari Pipalya,1200,3,2,Unfurnished,11350000
Gari Pipalya,1000,2,3,Semi Furnished,12710000
Gari Pipalya,1200,2,3,Furnished,21300000
Gari Pipalya,750,2,1,Unfurnished,5590000
Gari Pipalya,600,1,1,Semi Furnished,4860000
Gari Pipalya,1500,3,4,Semi Furnished,23270000
Gari Pipalya,1500,3,4,Furnished,33170000
Gari Pipalya,750,2,2,Furnished,10790000
Gari Pipalya,750,1,1,Furnished,7880000
Gari Pipalya,1000,3,2,Unfurnished,9460000
Gari Pipalya,500,1,4,Unfurnished,5800000
Gari Pipalya,1200,2,4,Furnished,25330000
Gari Pipalya,1000,3,Ground,Unfurnished,6160000
Gari Pipalya,1500,2,3,Furnished,26620000
Gari Pipalya,1500,3,2,Semi Furnished,16670000
Gari Pipalya,500,1,Ground,Unfurnished,2800000
Gari Pipalya,600,1,Ground,Furnished,4380000
Gari Pipalya,1000,2,Ground,Semi Furnished,6410000
Gari Pipalya,500,1,1,Semi Furnished,4050000
Gari Pipalya,600,1,2,Furnished,8220000
Gari Pipalya,750,1,1,Semi Furnished,6080000
Gari Pipalya,750,2,Ground,Unfurnished,4410000
Gari Pipalya,1000,2,4,Unfurnished,12180000
Gari Pipalya,750,2,4,Unfurnished,9140000
Gari Pipalya,600,1,2,Unfurnished,5160000
Gari Pipalya,500,1,3,Unfurnished,5050000
Gari Pipalya,750,1,Ground,Furnished,5480000
Gari Pipalya,500,1,1,Unfurnished,3550000
Gari Pipalya,1500,3,2,Unfurnished,14190000
Gari Pipalya,1500,2,1,Unfurnished,11180000
Palsikar Colony,500,1,4,Semi Furnished,8420000
Palsikar Colony,1000,1,2,Furnished,16440000
Palsikar Colony,600,1,2,Semi Furnished,7700000
Palsikar Colony,1000,1,1,Furnished,13240000
Palsikar Colony,500,1,1,Unfurnished,4920000
Palsikar Colony,500,1,3,Unfurnished,6420000
Palsikar Colony,500,1,Ground,Unfurnished,4170000
Palsikar Colony,1200,3,3,Furnished,25920000
Palsikar Colony,1200,3,1,Unfurnished,12980000
Palsikar Colony,750,1,2,Unfurnished,8500000
Palsikar Colony,1200,3,1,Furnished,17470000
Palsikar Colony,500,1,4,Furnished,11420000
Palsikar Colony,1200,3,2,Semi Furnished,16940000
Palsikar Colony,500,1,2,Semi Furnished,6420000
Palsikar Colony,1500,3,4,Furnished,37680000
Palsikar Colony,1500,3,3,Unfurnished,21180000
Palsikar Colony,600,1,4,Unfurnished,8600000
Palsikar Colony,750,1,1,Unfurnished,7380000
Palsikar Colony,1200,3,2,Furnished,21690000
Palsikar Colony,600,1,Ground,Semi Furnished,5300000
Palsikar Colony,500,1,2,Unfurnished,5670000
Palsikar Colony,750,1,4,Unfurnished,10750000
Palsikar Colony,1500,3,2,Semi Furnished,21180000
Palsikar Colony,1500,3,3,Furnished,32400000
Palsikar Colony,600,1,3,Unfurnished,7700000
Palsikar Colony,500,1,4,Unfurnished,7170000
Palsikar Colony,1200,3,4,Semi Furnished,22220000
Palsikar Colony,750,2,3,Semi Furnished,11680000
Palsikar Colony,1000,3,3,Unfurnished,14120000
Palsikar Colony,1000,3,3,Furnished,21600000
Palsikar Colony,500,1,3,Semi Furnished,7420000
Palsikar Colony,1000,2,Ground,Semi Furnished,9280000
Nandbagh Colony,600,1,1,Furnished,6700000
Nandbagh Colony,1200,2,3,Furnished,22140000
Nandbagh Colony,1200,2,Ground,Semi Furnished,8530000
Nandbagh Colony,1000,1,Ground,Unfurnished,6270000
Nandbagh Colony,1000,3,3,Furnished,19330000
Nandbagh Colony,1200,2,4,Unfurnished,15460000
Nandbagh Colony,1200,2,2,Unfurnished,11680000
Nandbagh Colony,1000,1,Ground,Furnished,7970000
Nandbagh Colony,1000,1,1,Furnished,11170000
Nandbagh Colony,500,1,1,Unfurnished,3890000
Nandbagh Colony,500,1,4,Unfurnished,6140000
Nandbagh Colony,1200,3,Ground,Unfurnished,8280000
Nandbagh Colony,500,1,1,Furnished,5590000
Nandbagh Colony,500,1,3,Furnished,8790000
Nandbagh Colony,600,1,3,Unfurnished,6460000
Nandbagh Colony,500,1,3,Unfurnished,5390000
Nandbagh Colony,1000,2,4,Semi Furnished,15510000
Nandbagh Colony,600,1,2,Furnished,8620000
Nandbagh Colony,1200,2,1,Semi Furnished,11050000
Nandbagh Colony,1000,3,Ground,Semi Furnished,7450000
Nandbagh Colony,1000,1,1,Unfurnished,7770000
Nandbagh Colony,1500,2,1,Unfurnished,12240000
Nandbagh Colony,750,2,1,Semi Furnished,6910000
Nandbagh Colony,1500,2,Ground,Semi Furnished,10670000
Nandbagh Colony,1500,2,3,Semi Furnished,20120000
Nandbagh Colony,600,1,4,Unfurnished,7360000
Nandbagh Colony,750,2,3,Unfurnished,8480000
Nandbagh Colony,600,1,2,Unfurnished,5560000
Nandbagh Colony,750,1,1,Furnished,8380000
Nandbagh Colony,750,2,2,Unfurnished,7300000
Nandbagh Colony,500,1,4,Semi Furnished,7390000
Nandbagh Colony,1000,1,4,Unfurnished,12270000
Snehlataganj,1500,2,3,Furnished,26380000
Snehlataganj,500,1,3,Furnished,8370000
Snehlataganj,1000,2,4,Unfurnished,12020000
Snehlataganj,1000,1,Ground,Unfurnished,5450000
Snehlataganj,600,1,Ground,Furnished,4290000
Snehlataganj,1000,3,1,Unfurnished,7640000
Snehlataganj,600,1,1,Unfurnished,4170000
Snehlataganj,1000,1,1,Furnished,10350000
Snehlataganj,500,1,3,Semi Furnished,5970000
Snehlataganj,500,1,Ground,Unfurnished,2720000
Snehlataganj,600,1,4,Unfurnished,6870000
Snehlataganj,1200,2,4,Unfurnished,14420000
Snehlataganj,750,2,4,Unfurnished,9020000
Snehlataganj,500,1,4,Unfurnished,5720000
Snehlataganj,1000,3,4,Furnished,21940000
Snehlataganj,600,1,2,Furnished,8130000
Snehlataganj,1500,3,2,Furnished,22350000
Snehlataganj,500,1,Ground,Semi Furnished,2970000
Snehlataganj,600,1,3,Furnished,10050000
Snehlataganj,600,1,2,Unfurnished,5070000
Snehlataganj,1000,1,4,Semi Furnished,13950000
Snehlataganj,750,2,4,Semi Furnished,10980000
Snehlataganj,1000,1,3,Semi Furnished,11950000
Snehlataganj,1500,2,3,Semi Furnished,18820000
Snehlataganj,1200,3,4,Furnished,26330000
Snehlataganj,1500,2,4,Semi Furnished,21970000
Snehlataganj,1200,2,2,Unfurnished,10640000
Snehlataganj,750,2,Ground,Semi Furnished,4680000
Snehlataganj,500,1,3,Unfurnished,4970000
Snehlataganj,1500,3,3,Unfurnished,16410000
Snehlataganj,500,1,1,Semi Furnished,3970000
Snehlataganj,1500,3,Ground,Semi Furnished,9810000
Tilak Nagar,500,1,3,Semi Furnished,8480000
Tilak Nagar,1200,3,3,Unfurnished,19760000
Tilak Nagar,600,1,3,Unfurnished,8980000
Tilak Nagar,750,1,Ground,Semi Furnished,8230000
Tilak Nagar,1500,3,Ground,Furnished,20080000
Tilak Nagar,1000,1,2,Furnished,18570000
Tilak Nagar,600,1,1,Furnished,9220000
Tilak Nagar,600,1,2,Furnished,11140000
Tilak Nagar,750,2,2,Furnished,14620000
Tilak Nagar,1000,3,3,Semi Furnished,18670000
Tilak Nagar,750,2,3,Furnished,17140000
Tilak Nagar,1000,1,3,Furnished,21770000
Tilak Nagar,1200,3,3,Semi Furnished,22400000
Tilak Nagar,500,1,3,Furnished,10880000
Tilak Nagar,600,1,4,Furnished,14980000
Tilak Nagar,500,1,1,Semi Furnished,6480000
Tilak Nagar,1000,3,4,Semi Furnished,20870000
Tilak Nagar,600,1,2,Unfurnished,8080000
Tilak Nagar,1200,2,2,Unfurnished,16970000
Tilak Nagar,1200,3,Ground,Semi Furnished,14480000
Tilak Nagar,750,1,1,Unfurnished,8980000
Tilak Nagar,600,1,3,Furnished,13060000
Tilak Nagar,600,1,2,Semi Furnished,8980000
Tilak Nagar,750,1,3,Semi Furnished,12730000
Tilak Nagar,600,1,3,Semi Furnished,10180000
Tilak Nagar,500,1,2,Unfurnished,6740000
Tilak Nagar,750,2,1,Furnished,12100000
Tilak Nagar,1500,2,3,Unfurnished,23580000
Tilak Nagar,1000,3,Ground,Unfurnished,11520000
Tilak Nagar,600,1,Ground,Furnished,7300000
Tilak Nagar,1200,3,Ground,Unfurnished,13820000
Tilak Nagar,600,1,1,Semi Furnished,7780000
Bada Bangarda,500,1,Ground,Semi Furnished,3820000
Bada Bangarda,600,1,2,Unfurnished,6080000
Bada Bangarda,1000,1,4,Unfurnished,13140000
Bada Bangarda,600,1,3,Furnished,11060000
Bada Bangarda,1200,2,3,Furnished,23230000
Bada Bangarda,1000,2,4,Semi Furnished,16420000
Bada Bangarda,1500,3,3,Furnished,30420000
Bada Bangarda,1200,2,Ground,Unfurnished,8990000
Bada Bangarda,600,1,Ground,Unfurnished,4280000
Bada Bangarda,750,2,4,Furnished,17040000
Bada Bangarda,750,1,4,Unfurnished,9850000
Bada Bangarda,600,1,4,Unfurnished,7880000
Bada Bangarda,750,2,1,Furnished,9480000
Bada Bangarda,1000,1,4,Furnished,21640000
Bada Bangarda,1500,2,4,Furnished,34080000
Bada Bangarda,1500,3,1,Furnished,19860000
Bada Bangarda,750,2,3,Furnished,14520000
Bada Bangarda,1200,2,Ground,Semi Furnished,9620000
Bada Bangarda,1500,3,1,Semi Furnished,15900000
Bada Bangarda,1000,2,3,Unfurnished,12220000
Bada Bangarda,500,1,1,Semi Furnished,4820000
Bada Bangarda,500,1,3,Unfurnished,5820000
Bada Bangarda,600,1,Ground,Furnished,5300000
Bada Bangarda,1500,2,4,Semi Furnished,24630000
Bada Bangarda,1500,2,1,Unfurnished,13600000
Bada Bangarda,1000,2,1,Semi Furnished,10120000
Bada Bangarda,1200,3,4,Unfurnished,17340000
Bada Bangarda,750,2,Ground,Furnished,6960000
Bada Bangarda,1200,2,2,Furnished,19200000
Bada Bangarda,750,1,4,Semi Furnished,11730000
Bada Bangarda,500,1,4,Unfurnished,6570000
Bada Bangarda,600,1,4,Semi Furnished,9380000
Depalpur,500,1,2,Unfurnished,3900000
Depalpur,1500,3,2,Semi Furnished,15340000
Depalpur,1200,2,1,Furnished,12220000
Depalpur,1000,3,2,Furnished,14190000
Depalpur,750,1,Ground,Unfurnished,3600000
Depalpur,1500,2,2,Unfurnished,12280000
Depalpur,500,1,Ground,Semi Furnished,2650000
Depalpur,500,1,4,Furnished,9650000
Depalpur,1200,2,2,Furnished,16250000
Depalpur,600,1,1,Semi Furnished,4380000
Depalpur,1200,2,4,Unfurnished,13610000
Depalpur,1500,3,3,Furnished,26560000
Depalpur,600,1,Ground,Unfurnished,2880000
Depalpur,500,1,3,Furnished,8050000
Depalpur,1000,2,4,Furnished,20260000
Depalpur,600,1,4,Furnished,11580000
Depalpur,600,1,1,Furnished,5820000
Depalpur,750,1,Ground,Semi Furnished,3970000
Depalpur,500,1,2,Furnished,6450000
Depalpur,600,1,Ground,Semi Furnished,3180000
Depalpur,1000,3,Ground,Unfurnished,5280000
Depalpur,750,2,4,Furnished,15200000
Depalpur,1500,3,1,Furnished,16000000
Depalpur,1500,3,3,Unfurnished,15340000
Depalpur,1200,3,3,Unfurnished,12270000
Depalpur,750,1,3,Furnished,12070000
Depalpur,750,1,1,Unfurnished,4720000
Depalpur,1000,1,4,Unfurnished,10800000
Depalpur,600,1,2,Unfurnished,4680000
Depalpur,600,1,4,Unfurnished,6480000
Depalpur,1000,1,1,Unfurnished,6300000
Depalpur,1500,2,1,Semi Furnished,11500000
Navlakha,1200,3,Ground,Semi Furnished,15030000
Navlakha,600,1,3,Furnished,13310000
Navlakha,1000,1,2,Furnished,18980000
Navlakha,750,1,Ground,Furnished,9440000
Navlakha,1000,2,4,Furnished,26650000
Navlakha,1200,2,Ground,Unfurnished,13710000
Navlakha,1000,3,Ground,Furnished,13840000
Navlakha,1000,2,3,Furnished,23290000
Navlakha,1500,2,1,Furnished,24860000
Navlakha,1200,3,3,Unfurnished,20310000
Navlakha,1000,3,4,Unfurnished,18570000
Navlakha,600,1,4,Furnished,15230000
Navlakha,750,1,3,Unfurnished,11540000
Navlakha,600,1,Ground,Furnished,7550000
Navlakha,500,1,4,Furnished,12690000
Navlakha,1500,3,Ground,Unfurnished,17960000
Navlakha,500,1,3,Furnished,11090000
Navlakha,750,1,3,Semi Furnished,13040000
Navlakha,500,1,1,Semi Furnished,6690000
Navlakha,1500,2,2,Unfurnished,21870000
Navlakha,500,1,4,Semi Furnished,9690000
Navlakha,750,2,4,Unfurnished,13300000
Navlakha,1000,2,3,Semi Furnished,18250000
Navlakha,1500,2,1,Unfurnished,19500000
Navlakha,500,1,1,Furnished,7890000
Navlakha,1200,2,1,Semi Furnished,16860000
Navlakha,750,2,1,Semi Furnished,10540000
Navlakha,1000,1,2,Semi Furnished,15380000
Navlakha,600,1,Ground,Semi Furnished,6830000
Navlakha,600,1,1,Semi Furnished,8030000
Navlakha,750,1,1,Unfurnished,9290000
Navlakha,750,2,4,Semi Furnished,15260000
Mari Mata Square,500,1,3,Semi Furnished,7180000
Mari Mata Square,600,1,1,Unfurnished,5610000
Mari Mata Square,1200,3,2,Furnished,21060000
Mari Mata Square,500,1,3,Unfurnished,6180000
Mari Mata Square,500,1,4,Semi Furnished,8180000
Mari Mata Square,1200,3,3,Semi Furnished,18940000
Mari Mata Square,1500,2,4,Semi Furnished,25750000
Mari Mata Square,1000,3,2,Unfurnished,11940000
Mari Mata Square,1200,2,1,Unfurnished,11780000
Mari Mata Square,600,1,3,Furnished,11490000
Mari Mata Square,1200,2,Ground,Furnished,12030000
Mari Mata Square,750,2,Ground,Semi Furnished,6580000
Mari Mata Square,1200,2,3,Unfurnished,15560000
Mari Mata Square,1000,2,4,Unfurnished,14540000
Mari Mata Square,600,1,Ground,Unfurnished,4710000
Mari Mata Square,1500,3,2,Semi Furnished,20380000
Mari Mata Square,1500,2,1,Unfurnished,14730000
Mari Mata Square,600,1,4,Unfurnished,8310000
Mari Mata Square,500,1,1,Unfurnished,4680000
Mari Mata Square,1200,2,Ground,Semi Furnished,10520000
Mari Mata Square,1000,1,1,Unfurnished,9350000
Mari Mata Square,1000,1,Ground,Furnished,9550000
Mari Mata Square,600,1,1,Semi Furnished,6210000
Mari Mata Square,500,1,4,Unfurnished,6930000
Mari Mata Square,1500,3,Ground,Furnished,15760000
Mari Mata Square,1500,3,1,Furnished,21040000
Mari Mata Square,750,1,1,Unfurnished,7010000
Mari Mata Square,1200,3,3,Furnished,25280000
Mari Mata Square,1500,3,3,Semi Furnished,23680000
Mari Mata Square,750,2,2,Furnished,12560000
Mari Mata Square,750,2,Ground,Unfurnished,6180000
Mari Mata Square,1200,2,2,Unfurnished,13670000
Manavta Nagar,1500,3,Ground,Unfurnished,13110000
Manavta Nagar,500,1,Ground,Unfurnished,3970000
Manavta Nagar,1000,1,3,Unfurnished,12440000
Manavta Nagar,500,1,4,Unfurnished,6970000
Manavta Nagar,750,2,1,Unfurnished,7440000
Manavta Nagar,500,1,1,Unfurnished,4720000
Manavta Nagar,750,2,Ground,Furnished,7590000
Manavta Nagar,500,1,4,Furnished,11220000
Manavta Nagar,1000,2,2,Semi Furnished,13070000
Manavta Nagar,750,1,4,Unfurnished,10460000
Manavta Nagar,1200,3,2,Furnished,21180000
Manavta Nagar,600,1,1,Semi Furnished,6270000
Manavta Nagar,1500,2,4,Unfurnished,21960000
Manavta Nagar,600,1,4,Semi Furnished,9870000
Manavta Nagar,1000,3,Ground,Semi Furnished,9290000
Manavta Nagar,600,1,1,Furnished,7710000
Manavta Nagar,1500,3,Ground,Semi Furnished,13930000
Manavta Nagar,1000,3,1,Furnished,14130000
Manavta Nagar,750,1,1,Semi Furnished,7830000
Manavta Nagar,600,1,2,Unfurnished,6570000
Manavta Nagar,750,2,3,Semi Furnished,11370000
Manavta Nagar,600,1,Ground,Furnished,5790000
Manavta Nagar,1500,3,1,Semi Furnished,17230000
Manavta Nagar,600,1,4,Furnished,13470000
Manavta Nagar,1000,3,1,Unfurnished,10390000
Manavta Nagar,750,1,3,Unfurnished,9330000
Manavta Nagar,750,1,Ground,Unfurnished,5960000
Manavta Nagar,1200,2,1,Unfurnished,11900000
Manavta Nagar,1200,3,4,Unfurnished,18410000
Manavta Nagar,1500,3,2,Furnished,26470000
Manavta Nagar,500,1,Ground,Semi Furnished,4220000
Manavta Nagar,1200,3,2,Semi Furnished,16430000
Sher Shah Shuri Nagar,1200,2,4,Unfurnished,16020000
Sher Shah Shuri Nagar,600,1,2,Furnished,8890000
Sher Shah Shuri Nagar,600,1,3,Unfurnished,6730000
Sher Shah Shuri Nagar,1000,3,3,Semi Furnished,14530000
Sher Shah Shuri Nagar,1200,2,3,Semi Furnished,16650000
Sher Shah Shuri Nagar,600,1,2,Semi Furnished,6730000
Sher Shah Shuri Nagar,600,1,4,Semi Furnished,9130000
Sher Shah Shuri Nagar,500,1,1,Semi Furnished,4610000
Sher Shah Shuri Nagar,600,1,1,Semi Furnished,5530000
Sher Shah Shuri Nagar,750,1,Ground,Furnished,6310000
Sher Shah Shuri Nagar,1500,3,Ground,Furnished,13880000
Sher Shah Shuri Nagar,500,1,2,Unfurnished,4860000
Sher Shah Shuri Nagar,600,1,1,Unfurnished,4930000
Sher Shah Shuri Nagar,1000,1,4,Unfurnished,12710000
Sher Shah Shuri Nagar,1200,2,3,Furnished,22690000
